330,530,1930,1530
730,3530,2330,5130
2730,4130,2530,6130
3330,7330,4330,6930
3730,9930,5530,7130
6330,10330,5730,7530
8330,10730,8130,7730
9530,10930,8930,8730
11930,12130,10530,11730
14130,13530,12730,13130
14730,13930,15330,16130
15530,15130,15930,22330
15730,17330,16330,27330
18130,18530,18730,28130
20330,19330,21930,28330
21530,20530,22530,28530
23130,20930,22930,29130
24930,21130,25330,29730
27930,28930,25530,31530
28730,30330,26330,31730
31930,31130,26930,32330
33930,31330,27530,32530
34530,36930,29530,32930
36530,39930,30130,33130
38530,40130,32730,34130
40730,40330,35330,36130
47530,41130,37930,37130
48730,41330,39130,38730
52330,41730,42130,39530
53930,43330,43130,39730
54930,44730,43530,42530
55930,45930,43930,42730
56930,46730,44530,42930
57730,48930,45530,45130
58130,49930,46330,47330
58730,51130,46530,48330
58930,55730,47730,49130
59730,56530,47930,49730
61530,57530,48130,50130
66130,59130,48530,50330
66530,60330,51530,50930
66930,60730,53130,51730
69330,61130,56130,59330
71730,62730,56730,59930
74330,63930,57930,60130
79330,64730,58530,61930
84530,65330,60530,63130
85530,65930,60930,63530
85930,69130,62330,64130
89530,71530,64330,65530
90930,72330,64530,66330
91330,72530,68330,66730
92930,73130,70130,67130
96130,73330,74730,67530
96930,76730,77130,70330
97330,77330,77930,70730
99330,78330,78130,71130
101730,80730,79130,71330
102130,81730,82330,71930
102930,85130,82530,76130
103730,85730,91730,76530
106930,87330,92730,76930
107330,88130,94730,80530
108930,89930,95330,82130
109530,93330,95530,82730
111130,93930,95930,83130
113930,95730,96330,83730
115130,97530,98330,83930
117130,97730,98730,85330
118330,98130,100330,92330
119330,100730,100930,93530
120730,102530,101130,96530
122130,102730,101930,97130
122330,105930,106530,98530
125730,106130,109130,101330
126130,107930,110730,104130
126330,108330,111330,108130
126530,112930,111730,111530
128330,114330,113730,112330
129130,117730,114530,112730
129730,118730,115330,113330
130130,119530,116330,118530
130730,121930,120130,119930
131330,123930,121130,122930
131530,124330,122730,126730
131730,124930,128930,128530
134930,125930,129930,131130
135530,127330,133930,132530
135930,127930,136130,133330
136330,128130,139530,134330
138530,129330,141530,136530
138730,130930,143930,140130
139730,133130,144930,140730
139930,137330,145530,142330
140930,137530,151730,143530
143130,139330,154130,145330
144330,142130,154930,148930
144530,146330,155530,151330
144730,146930,155730,151930
145130,148530,156930,152330
146130,149730,158730,152930
146530,150330,159730,153730
147330,150730,160130,154730
152730,152530,160330,156330
153330,153130,160930,158130
153530,153930,161530,161730
157930,155330,163330,163530
158930,155930,167130,164930
159530,157130,173730,165530
159930,158330,174930,165730
160730,159130,175330,168930
162130,159330,175930,169530
162730,162330,176730,170330
163730,162930,180530,171330
166330,163130,182530,171730
166530,163930,183130,172530
167730,167330,184530,175730
167930,168130,187930,176330
168330,170930,188130,177130
168530,172130,188730,180330
168730,173930,193730,181530
169930,175530,196530,185930
170130,177930,197930,187530
170530,178530,199730,188530
170730,179130,205730,192130
171530,179530,210330,192930
172330,181130,211730,195330
173330,182730,214930,196130
174530,195730,215730,200930
174730,199130,218730,201930
177530,200330,219330,205330
179330,200730,220930,205930
179930,201530,221330,206730
180930,202930,224330,207330
181730,205130,224930,210930
183530,205530,225130,212530
183730,206330,225730,213330
184730,206930,226530,214530
186530,207730,228130,215330
190530,208330,228530,216330
191130,210730,230330,217730
191730,213130,233330,219730
193130,214330,236530,222930
193330,217530,239930,224730
194530,218930,241130,225330
195130,222530,242130,225530
195530,226930,243730,226130
197130,229730,245330,226730
197530,231930,250530,227330
198330,235730,251130,230730
198530,238330,255930,231130
199530,239330,256330,232530
203330,240330,256930,232730
203930,242330,257130,236130
204930,243930,258130,242930
206530,244730,258530,244930
207530,245730,263530,246130
210130,245930,264130,246530
212730,247530,265930,248730
213530,249130,267330,249930
213730,249330,267930,250330
214130,252530,272130,253730
215930,255530,273730,253930
216530,255730,274330,254130
216730,257330,274930,255330
217930,259330,277130,258930
219130,260330,278930,262330
220330,261930,280130,264930
222130,263730,281930,267730
223930,264530,282530,268730
227530,265330,284730,273130
228930,267530,285530,273530
229530,268930,286730,275930
229930,270330,290130,277730
230130,271730,291330,282930
230930,274730,292330,283330
236730,275130,294530,285930
237730,275330,294930,287130
238530,275730,297930,289130
238930,276330,298730,293330
239130,277530,299930,293530
240130,278130,300730,295930
243530,278730,301130,300130
244130,280930,302930,301330
244530,281130,303530,301530
245530,282130,305730,304130
246930,282730,306330,304330
247330,283730,306730,305330
250130,285130,309330,307530
251730,290330,309530,308530
252730,296330,311530,308730
253330,298330,315130,308930
254930,298930,316330,312330
257530,302130,317730,313130
258330,304530,318930,313730
258730,304930,319530,314530
260130,307130,320130,317330
260530,311130,321530,323130
261130,311330,325130,324530
263930,312730,328730,327530
265530,314930,329130,329930
265730,315330,331530,331730
270530,317130,333130,332530
270930,317530,334530,333330
271130,319130,334730,339530
276930,321730,334930,339730
279730,322130,337730,343330
280530,322530,338530,344930
283130,322730,340330,347330
283530,323530,345730,351530
285330,323730,346730,353930
286330,326130,348130,354530
286530,326330,348730,356530
287330,331330,350530,358330
288530,332730,354730,359930
289530,335730,359130,360330
290530,336930,359530,360530
291130,337330,361930,365530
291530,339330,362330,365730
291730,340530,370730,366530
292730,340730,371930,367130
297130,342530,373330,367330
297330,343130,374730,367930
298530,349730,374930,368930
300330,350330,376530,369930
302530,352730,377930,371330
302730,353730,381730,372330
303130,355130,385730,374530
303730,355530,386530,375130
310530,357130,386930,375330
310930,361130,388130,376930
311730,361530,388330,377130
311930,363330,392330,379530
312930,367530,394530,379730
313930,368130,394730,381130
315530,368330,395130,382530
315930,371730,395930,382930
316930,373730,401730,383530
318130,373930,402130,388930
318330,374130,404730,390530
320730,374330,405530,391730
321930,375930,408330,393330
322330,376130,408730,393530
324130,378330,413930,394130
325530,384530,415130,394930
328130,385330,419330,395330
330530,386130,420530,396130
331930,386330,424730,397130
334130,387730,424930,397530
335930,392130,425930,397930
336330,395530,429330,398330
338730,396330,430730,398730
341730,396730,430930,400530
349930,397330,435130,402530
352930,397730,436730,403530
353530,400130,438130,405330
355930,400930,438330,407530
358130,403330,438530,408130
358730,404130,441530,410530
359330,404530,441930,410730
359730,405930,443330,414330
362130,406930,444130,415330
363930,407130,444330,416330
364130,407930,445730,416730
366930,410330,446930,418730
369130,410930,447730,420330
370130,412530,450730,420730
379330,413130,452330,421930
379930,417330,453530,422530
380330,419130,453730,422730
383730,420930,455130,423330
383930,421530,457530,426730
384330,422130,460130,426930
385130,423130,460530,427130
385930,424130,463130,429130
387530,425330,465330,431130
390330,425730,465930,431530
391330,428130,469730,434130
391530,429730,472730,438930
398530,429930,474730,441730
399130,432730,474930,442530
400330,433130,476530,445130
401330,433330,478130,445930
406730,434530,483330,446130
409130,435530,484330,446330
409330,437530,488530,451930
409530,443530,489930,454530
409730,443730,490530,455930
411130,447130,495330,456330
414730,449730,495530,457130
416130,449930,496730,457930
421130,451330,498330,459730
422930,456530,500330,461330
424330,456730,504330,461730
426330,457330,505330,462130
428330,458730,505730,462330
428530,464130,509330,463930
429530,464930,511530,464730
430530,465730,512130,465130
431930,467730,514130,466730
432130,468730,515130,467130
432930,469330,516930,467530
436130,470530,520930,469930
436530,471730,522130,470130
437130,472530,523930,472930
437330,473330,524930,473130
440730,473730,525930,473930
441130,475530,526930,475130
442330,476330,530330,478730
442730,479330,530730,480730
444730,479530,531930,484530
445330,480930,533930,484930
447930,483130,534330,485130
448930,484130,536330,485530
449530,485930,537130,490730
450130,486730,537530,491530
450930,487330,539730,493130
452130,488130,540530,494130
452530,489130,540930,497930
452730,490930,542330,498730
453330,493530,543530,498930
453930,497130,547930,499130
455530,497530,548330,499330
456930,499930,549330,501330
460730,501730,549730,503330
460930,502330,550130,503730
462930,504930,550330,504530
466530,510530,551930,507930
472330,510930,552530,508530
479930,512330,553330,510330
481330,513730,555330,511130
484730,515530,557530,513530
486330,517330,558730,513930
487730,518330,561130,515730
491930,519730,561330,518730
492130,519930,562330,519330
493930,523530,562730,526730
494330,523730,563530,528330
496930,524130,564330,528530
498130,525130,564730,532130
498530,526330,566530,532730
499530,527130,568530,534530
500730,527530,569730,534730
504130,538330,570930,534930
506730,539930,574930,538930
507330,542530,575130,540330
507530,544730,575930,541530
509530,546330,576330,545130
510130,547530,578730,546530
512930,549130,578930,546730
514530,550530,579730,548930
515330,550730,580330,549930
517130,551130,581130,553930
517530,552730,584330,554730
518530,554330,584930,556530
518930,554530,589930,557330
519130,554930,591130,557930
520330,557130,592330,558130
520730,558530,593530,559530
521930,559330,593730,561530
528130,560730,595130,562930
530130,566330,595730,563730
530530,567930,596530,563930
532330,568130,597530,565930
532930,569330,598130,566130
535130,573930,599530,566730
536930,576730,602530,567530
537330,578530,603330,572930
538130,582130,603930,577330
540130,582330,604930,577530
